sample_index,intensity_counts,fitted_counts,residual_counts
392,0,-0.1783165606,0.1783165606
393,0,-0.1783165606,0.1783165606
394,0,-0.1783165606,0.1783165606
395,0,-0.1783165606,0.1783165606
396,0,-0.1783165606,0.1783165606
397,0,-0.1783165606,0.1783165606
398,0,-0.1783165606,0.1783165606
399,0,-0.1783165606,0.1783165606
400,0,-0.1783165606,0.1783165606
401,0,-0.1783165606,0.1783165606
402,0,-0.1783165606,0.1783165606
403,0,-0.1783165606,0.1783165606
404,0,-0.1783165606,0.1783165606
405,0,-0.1783165606,0.1783165606
406,0,-0.1783165606,0.1783165606
407,0,-0.1783165606,0.1783165606
408,0,-0.1783165606,0.1783165606
409,0,-0.1783165606,0.1783165606
410,0,-0.1783165606,0.1783165606
411,0,-0.1783165606,0.1783165606
412,0,-0.1783165606,0.1783165606
413,0,-0.1783165606,0.1783165606
414,0,-0.1783165606,0.1783165606
415,0,-0.1783165606,0.1783165606
416,0,-0.1783165606,0.1783165606
417,0,-0.1783165606,0.1783165606
418,0,-0.1783165606,0.1783165606
419,0,-0.1783165606,0.1783165606
420,0,-0.1783165606,0.1783165606
421,0,-0.1783165606,0.1783165606
422,0,-0.1783165606,0.1783165606
423,0,-0.1783165606,0.1783165606
424,0,-0.1783165606,0.1783165606
425,0,-0.1783165606,0.1783165606
426,0,-0.1783165606,0.1783165606
427,0,-0.1783165606,0.1783165606
428,0,-0.1783165606,0.1783165606
429,0,-0.1783165606,0.1783165606
430,0,-0.1783165606,0.1783165606
431,0,-0.1783165606,0.1783165606
432,0,-0.1783165606,0.1783165606
433,0,-0.1783165606,0.1783165606
434,0,-0.1783165606,0.1783165606
435,0,-0.1783165606,0.1783165606
436,0,-0.1783165606,0.1783165606
437,0,-0.1783165606,0.1783165606
438,0,-0.1783165606,0.1783165606
439,0,-0.1783165606,0.1783165606
440,0,-0.1783165606,0.1783165606
441,0,-0.1783165606,0.1783165606
442,0,-0.1783165606,0.1783165606
443,0,-0.1783165606,0.1783165606
444,0,-0.1783165606,0.1783165606
445,0,-0.1783165606,0.1783165606
446,0,-0.1783165606,0.1783165606
447,0,-0.1783165606,0.1783165606
448,0,-0.1783165606,0.1783165606
449,0,-0.1783165606,0.1783165606
450,0,-0.1783165606,0.1783165606
451,0,-0.1783165606,0.1783165606
452,0,-0.1783165606,0.1783165606
453,0,-0.1783165606,0.1783165606
454,0,-0.1783165606,0.1783165606
455,0,-0.1783165606,0.1783165606
456,0,-0.1783165606,0.1783165606
457,0,-0.1783165606,0.1783165606
458,0,-0.1783165606,0.1783165606
459,0,-0.1783165606,0.1783165606
460,0,-0.1783165606,0.1783165606
461,0,-0.1783165606,0.1783165606
462,0,-0.1783165606,0.1783165606
463,0,-0.1783165606,0.1783165606
464,0,-0.1783165606,0.1783165606
465,0,-0.1783165606,0.1783165606
466,0,-0.1783165606,0.1783165606
467,0,-0.1783165606,0.1783165606
468,0,-0.1783165606,0.1783165606
469,0,-0.1783165606,0.1783165606
470,0,-0.1783165606,0.1783165606
471,0,-0.1783165606,0.1783165606
472,0,-0.1783165606,0.1783165606
473,0,-0.1783165606,0.1783165606
474,0,-0.1783165606,0.1783165606
475,0,-0.1783165606,0.1783165606
476,0,-0.1783165606,0.1783165606
477,0,-0.1783165606,0.1783165606
478,0,-0.1783165606,0.1783165606
479,0,-0.1783165606,0.1783165606
480,0,-0.1783165606,0.1783165606
481,0,-0.1783165606,0.1783165606
482,0,-0.1783165606,0.1783165606
483,0,-0.1783165606,0.1783165606
484,0,-0.1783165606,0.1783165606
485,0,-0.1783165606,0.1783165606
486,0,-0.1783165606,0.1783165606
487,0,-0.1783165606,0.1783165606
488,0,-0.1783165606,0.1783165606
489,0,-0.1783165606,0.1783165606
490,0,-0.1783165606,0.1783165606
491,0,-0.1783165606,0.1783165606
492,0,-0.1783165606,0.1783165606
493,0,-0.1783165606,0.1783165606
494,0,-0.1783165606,0.1783165606
495,0,-0.1783165606,0.1783165606
496,0,-0.1783165606,0.1783165606
497,0,-0.1783165606,0.1783165606
498,0,-0.1783165606,0.1783165606
499,0,-0.1783165606,0.1783165606
500,0,-0.1783165606,0.1783165606
501,0,-0.1783165606,0.1783165606
502,0,-0.1783165606,0.1783165606
503,0,-0.1783165606,0.1783165606
504,0,-0.1783165606,0.1783165606
505,0,-0.1783165606,0.1783165606
506,0,-0.1783165606,0.1783165606
507,0,-0.1783165606,0.1783165606
508,0,-0.1783165606,0.1783165606
509,0,-0.1783165606,0.1783165606
510,0,-0.1783165606,0.1783165606
511,0,-0.1783165606,0.1783165606
512,0,-0.1783165606,0.1783165606
513,0,-0.1783165606,0.1783165606
514,0,-0.1783165606,0.1783165606
515,0,-0.1783165606,0.1783165606
516,0,-0.1783165606,0.1783165606
517,0,-0.1783165606,0.1783165606
518,0,-0.1783165606,0.1783165606
519,0,-0.1783165606,0.1783165606
520,0,-0.1783165606,0.1783165606
521,0,-0.1783165606,0.1783165606
522,0,-0.1783165606,0.1783165606
523,0,-0.1783165606,0.1783165606
524,0,-0.1783165606,0.1783165606
525,0,-0.1783165606,0.1783165606
526,0,-0.1783165606,0.1783165606
527,0,-0.1783165606,0.1783165606
528,0,-0.1783165606,0.1783165606
529,0,-0.1783165606,0.1783165606
530,0,-0.1783165606,0.1783165606
531,0,-0.1783165606,0.1783165606
532,0,-0.1783165606,0.1783165606
533,0,-0.1783165606,0.1783165606
534,0,-0.1783165606,0.1783165606
535,0,-0.1783165606,0.1783165606
536,0,-0.1783165606,0.1783165606
537,0,-0.1783165606,0.1783165606
538,0,-0.1783165606,0.1783165606
539,0,-0.1783165606,0.1783165606
540,0,-0.1783165606,0.1783165606
541,0,-0.1783165606,0.1783165606
542,0,-0.1783165606,0.1783165606
543,0,-0.1783165606,0.1783165606
544,0,-0.1783165606,0.1783165606
